Date,Name / Description,Expense/Income,Amount (EUR),Category,Transaction,Transaction vs category
2025-04-04,spa masaje,Expense,87.99,Personal Care,spa masaje,spa masaje (Personal Care)
2025-04-05,netflix premium,Expense,26.69,Subscriptions,netflix premium,netflix premium (Subscriptions)
2025-04-06,tienda de abarrotes 16,Expense,259.27,Groceries,tienda de abarrotes 16,tienda de abarrotes 16 (Groceries)
2025-04-06,colegiatura universidad,Expense,151.38,Education,colegiatura universidad,colegiatura universidad (Education)
2025-04-06,cfe recibo luz,Expense,20.45,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-04-07,agua y drenaje,Expense,264.33,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-04-07,bono de fin de año,Income,1884.19,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-04-08,hotel la playa 43,Expense,297.66,Travel,hotel la playa 43,hotel la playa 43 (Travel)
2025-04-08,farmacia benavides 68,Expense,214.18,Health,farmacia benavides 68,farmacia benavides 68 (Health)
2025-04-09,pago renta mensual,Expense,100.47,Rent,pago renta mensual,pago renta mensual (Rent)
2025-04-10,amazon compra online,Expense,197.28,Shopping,amazon compra online,amazon compra online (Shopping)
2025-04-10,spotify ab by adyen,Expense,129.68,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-04-10,spa masaje,Expense,143.65,Personal Care,spa masaje,spa masaje (Personal Care)
2025-04-11,agua y drenaje,Expense,212.4,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-04-11,colegiatura universidad,Expense,144.83,Education,colegiatura universidad,colegiatura universidad (Education)
2025-04-12,pago renta mensual 88,Expense,38.6,Rent,pago renta mensual 88,pago renta mensual 88 (Rent)
2025-04-12,amazon compra online,Expense,269.28,Shopping,amazon compra online,amazon compra online (Shopping)
2025-04-13,pago renta mensual 57,Expense,180.76,Rent,pago renta mensual 57,pago renta mensual 57 (Rent)
2025-04-14,libros de texto,Expense,43.73,Education,libros de texto,libros de texto (Education)
2025-04-14,pago renta mensual,Expense,40.74,Rent,pago renta mensual,pago renta mensual (Rent)
2025-04-15,libros de texto,Expense,68.1,Education,libros de texto,libros de texto (Education)
2025-04-15,netflix premium,Expense,191.5,Subscriptions,netflix premium,netflix premium (Subscriptions)
2025-04-15,pago cliente proyecto,Income,191.73,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-04-16,deposito nomina mensual,Income,524.54,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-04-17,bono de fin de año,Income,1463.37,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-04-17,telmex internet,Expense,112.92,Utilities,telmex internet,telmex internet (Utilities)
2025-04-18,farmacia benavides,Expense,61.42,Health,farmacia benavides,farmacia benavides (Health)
2025-04-19,bono de fin de año,Income,1153.23,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-04-20,gimnasio membresia,Expense,87.58,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-04-20,spa masaje,Expense,37.05,Personal Care,spa masaje,spa masaje (Personal Care)
2025-04-20,pago renta mensual 21,Expense,109.97,Rent,pago renta mensual 21,pago renta mensual 21 (Rent)
2025-04-21,cafeteria la pausa,Expense,152.7,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-04-22,vuelo aeromexico,Expense,219.54,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2025-04-22,oxxo comida rapida,Expense,68.58,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2025-04-23,tienda de abarrotes,Expense,124.0,Groceries,tienda de abarrotes,tienda de abarrotes (Groceries)
2025-04-23,pago renta mensual,Expense,146.73,Rent,pago renta mensual,pago renta mensual (Rent)
2025-04-23,deposito nomina mensual,Income,1750.55,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-04-24,telmex internet,Expense,252.54,Utilities,telmex internet,telmex internet (Utilities)
2025-04-25,pago renta mensual,Expense,239.91,Rent,pago renta mensual,pago renta mensual (Rent)
2025-04-25,netflix premium 10,Expense,28.5,Subscriptions,netflix premium 10,netflix premium 10 (Subscriptions)
2025-04-26,electronicos gadget,Expense,129.95,Shopping,electronicos gadget,electronicos gadget (Shopping)
2025-04-27,pago cliente proyecto,Income,1997.2,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-04-27,colegiatura universidad 82,Expense,297.89,Education,colegiatura universidad 82,colegiatura universidad 82 (Education)
2025-04-27,consulta medico,Expense,250.15,Health,consulta medico,consulta medico (Health)
2025-04-28,cineplex boletos 69,Expense,124.13,Entertainment,cineplex boletos 69,cineplex boletos 69 (Entertainment)
2025-04-28,colegiatura universidad,Expense,147.49,Education,colegiatura universidad,colegiatura universidad (Education)
2025-04-28,spotify ab by adyen 91,Expense,218.75,Subscriptions,spotify ab by adyen 91,spotify ab by adyen 91 (Subscriptions)
2025-04-29,oxxo comida rapida,Expense,258.51,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2025-04-30,libros de texto,Expense,288.37,Education,libros de texto,libros de texto (Education)
2025-05-01,libros de texto,Expense,162.13,Education,libros de texto,libros de texto (Education)
2025-05-02,bono de fin de año,Income,132.38,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-05-03,regalo de cumpleaños,Income,319.22,Gift,regalo de cumpleaños,regalo de cumpleaños (Gift)
2025-05-04,peluqueria corte,Expense,47.45,Personal Care,peluqueria corte,peluqueria corte (Personal Care)
2025-05-04,seguro de gastos medicos,Expense,32.35,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2025-05-05,seguro de gastos medicos 22,Expense,107.94,Health,seguro de gastos medicos 22,seguro de gastos medicos 22 (Health)
2025-05-05,oxxo comida rapida,Expense,261.25,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2025-05-06,ropa de marca,Expense,267.47,Shopping,ropa de marca,ropa de marca (Shopping)
2025-05-06,walmart compra semanal,Expense,154.29,Groceries,walmart compra semanal,walmart compra semanal (Groceries)
2025-05-07,cfe recibo luz,Expense,114.72,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-05-08,recarga mi transporte 96,Expense,140.66,Transport,recarga mi transporte 96,recarga mi transporte 96 (Transport)
2025-05-08,dividendo acciones 10,Income,943.1,Investment,dividendo acciones 10,dividendo acciones 10 (Investment)
2025-05-09,concierto ticketmaster 38,Expense,116.06,Entertainment,concierto ticketmaster 38,concierto ticketmaster 38 (Entertainment)
2025-05-09,gasolinera magna,Expense,157.14,Transport,gasolinera magna,gasolinera magna (Transport)
2025-05-09,mcdonalds burger,Expense,127.8,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2025-05-10,amazon compra online,Expense,93.13,Shopping,amazon compra online,amazon compra online (Shopping)
2025-05-10,seguro de gastos medicos,Expense,180.67,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2025-05-11,netflix premium,Expense,90.59,Subscriptions,netflix premium,netflix premium (Subscriptions)
2025-05-11,uber viaje,Expense,207.32,Transport,uber viaje,uber viaje (Transport)
2025-05-11,consulta medico,Expense,104.12,Health,consulta medico,consulta medico (Health)
2025-05-12,libros de texto,Expense,269.69,Education,libros de texto,libros de texto (Education)
2025-05-13,ropa de marca,Expense,203.04,Shopping,ropa de marca,ropa de marca (Shopping)
2025-05-13,colegiatura universidad,Expense,46.96,Education,colegiatura universidad,colegiatura universidad (Education)
2025-05-14,farmacia benavides,Expense,115.57,Health,farmacia benavides,farmacia benavides (Health)
2025-05-14,restaurante italiano,Expense,291.5,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2025-05-14,spa masaje,Expense,226.33,Personal Care,spa masaje,spa masaje (Personal Care)
2025-05-15,reembolso compra,Income,628.63,Refund,reembolso compra,reembolso compra (Refund)
2025-05-15,uber viaje,Expense,163.01,Transport,uber viaje,uber viaje (Transport)
2025-05-15,agua y drenaje 15,Expense,8.82,Utilities,agua y drenaje 15,agua y drenaje 15 (Utilities)
2025-05-16,spotify ab by adyen,Expense,235.05,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-05-17,concierto ticketmaster,Expense,285.56,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2025-05-17,cineplex boletos,Expense,256.98,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-05-17,spa masaje 33,Expense,201.1,Personal Care,spa masaje 33,spa masaje 33 (Personal Care)
2025-05-18,gimnasio membresia,Expense,139.8,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-05-18,pago renta mensual,Expense,241.14,Rent,pago renta mensual,pago renta mensual (Rent)
2025-05-18,cafeteria la pausa,Expense,83.01,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-05-19,uber viaje 53,Expense,178.64,Transport,uber viaje 53,uber viaje 53 (Transport)
2025-05-20,ropa de marca,Expense,240.92,Shopping,ropa de marca,ropa de marca (Shopping)
2025-05-20,amazon compra online,Expense,212.31,Shopping,amazon compra online,amazon compra online (Shopping)
2025-05-20,electronicos gadget,Expense,127.61,Shopping,electronicos gadget,electronicos gadget (Shopping)
2025-05-21,cineplex boletos,Expense,258.27,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-05-21,pago renta mensual,Expense,136.23,Rent,pago renta mensual,pago renta mensual (Rent)
2025-05-21,recarga mi transporte,Expense,221.82,Transport,recarga mi transporte,recarga mi transporte (Transport)
2025-05-22,vuelo aeromexico,Expense,189.73,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2025-05-22,netflix premium 33,Expense,241.72,Subscriptions,netflix premium 33,netflix premium 33 (Subscriptions)
2025-05-23,cfe recibo luz,Expense,211.32,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-05-23,deposito nomina mensual,Income,547.58,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-05-23,spotify ab by adyen,Expense,95.32,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-05-24,bono de fin de año,Income,1640.64,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-05-24,cfe recibo luz,Expense,92.9,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-05-25,gasolinera magna 58,Expense,195.29,Transport,gasolinera magna 58,gasolinera magna 58 (Transport)
2025-05-25,uber viaje,Expense,112.08,Transport,uber viaje,uber viaje (Transport)
2025-05-26,spa masaje,Expense,278.89,Personal Care,spa masaje,spa masaje (Personal Care)
2025-05-27,pago renta mensual,Expense,208.26,Rent,pago renta mensual,pago renta mensual (Rent)
2025-05-27,alquiler coche,Expense,229.42,Travel,alquiler coche,alquiler coche (Travel)
2025-05-27,vuelo aeromexico,Expense,121.89,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2025-05-28,spa masaje,Expense,55.23,Personal Care,spa masaje,spa masaje (Personal Care)
2025-05-28,bono de fin de año,Income,293.71,Bonus,bono de fin de año,bono de fin de año (Bonus)
2025-05-29,gimnasio membresia,Expense,164.56,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-05-29,cineplex boletos 17,Expense,123.72,Entertainment,cineplex boletos 17,cineplex boletos 17 (Entertainment)
2025-05-30,spotify ab by adyen,Expense,277.15,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-05-31,reembolso compra,Income,614.41,Refund,reembolso compra,reembolso compra (Refund)
2025-06-01,spa masaje,Expense,262.5,Personal Care,spa masaje,spa masaje (Personal Care)
2025-06-02,dividendo acciones,Income,657.43,Investment,dividendo acciones,dividendo acciones (Investment)
2025-06-02,recarga mi transporte,Expense,299.13,Transport,recarga mi transporte,recarga mi transporte (Transport)
2025-06-03,cfe recibo luz,Expense,290.87,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-06-04,agua y drenaje 19,Expense,22.02,Utilities,agua y drenaje 19,agua y drenaje 19 (Utilities)
2025-06-04,restaurante italiano,Expense,141.92,Dining Out,restaurante italiano,restaurante italiano (Dining Out)
2025-06-05,tienda de abarrotes 50,Expense,110.88,Groceries,tienda de abarrotes 50,tienda de abarrotes 50 (Groceries)
2025-06-05,agua y drenaje,Expense,203.08,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-06-05,cineplex boletos,Expense,217.07,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-06-06,deposito nomina mensual,Income,417.1,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
2025-06-07,oxxo comida rapida,Expense,234.79,Groceries,oxxo comida rapida,oxxo comida rapida (Groceries)
2025-06-07,ropa de marca 26,Expense,261.06,Shopping,ropa de marca 26,ropa de marca 26 (Shopping)
2025-06-08,colegiatura universidad 94,Expense,75.62,Education,colegiatura universidad 94,colegiatura universidad 94 (Education)
2025-06-09,supermercado la esquina,Expense,147.31,Groceries,supermercado la esquina,supermercado la esquina (Groceries)
2025-06-09,telmex internet,Expense,20.93,Utilities,telmex internet,telmex internet (Utilities)
2025-06-09,ropa de marca,Expense,143.93,Shopping,ropa de marca,ropa de marca (Shopping)
2025-06-10,pago cliente proyecto,Income,536.55,Freelance Income,pago cliente proyecto,pago cliente proyecto (Freelance Income)
2025-06-10,concierto ticketmaster,Expense,194.22,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2025-06-11,spa masaje,Expense,83.21,Personal Care,spa masaje,spa masaje (Personal Care)
2025-06-11,cfe recibo luz,Expense,141.58,Utilities,cfe recibo luz,cfe recibo luz (Utilities)
2025-06-11,regalo de cumpleaños 7,Income,1328.88,Gift,regalo de cumpleaños 7,regalo de cumpleaños 7 (Gift)
2025-06-12,gimnasio membresia,Expense,159.66,Subscriptions,gimnasio membresia,gimnasio membresia (Subscriptions)
2025-06-12,spa masaje,Expense,34.18,Personal Care,spa masaje,spa masaje (Personal Care)
2025-06-12,farmacia benavides,Expense,114.07,Health,farmacia benavides,farmacia benavides (Health)
2025-06-13,vuelo aeromexico,Expense,291.97,Travel,vuelo aeromexico,vuelo aeromexico (Travel)
2025-06-13,colegiatura universidad,Expense,26.21,Education,colegiatura universidad,colegiatura universidad (Education)
2025-06-13,colegiatura universidad,Expense,220.37,Education,colegiatura universidad,colegiatura universidad (Education)
2025-06-14,seguro de gastos medicos,Expense,225.64,Health,seguro de gastos medicos,seguro de gastos medicos (Health)
2025-06-15,amazon compra online,Expense,296.81,Shopping,amazon compra online,amazon compra online (Shopping)
2025-06-15,cineplex boletos,Expense,221.82,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-06-15,cfe recibo luz 86,Expense,231.81,Utilities,cfe recibo luz 86,cfe recibo luz 86 (Utilities)
2025-06-16,spa masaje 96,Expense,23.25,Personal Care,spa masaje 96,spa masaje 96 (Personal Care)
2025-06-16,dividendo acciones,Income,859.52,Investment,dividendo acciones,dividendo acciones (Investment)
2025-06-17,concierto ticketmaster,Expense,58.04,Entertainment,concierto ticketmaster,concierto ticketmaster (Entertainment)
2025-06-17,colegiatura universidad,Expense,285.25,Education,colegiatura universidad,colegiatura universidad (Education)
2025-06-18,farmacia benavides,Expense,117.36,Health,farmacia benavides,farmacia benavides (Health)
2025-06-19,colegiatura universidad,Expense,175.74,Education,colegiatura universidad,colegiatura universidad (Education)
2025-06-19,pago renta mensual,Expense,221.71,Rent,pago renta mensual,pago renta mensual (Rent)
2025-06-19,uber viaje,Expense,228.49,Transport,uber viaje,uber viaje (Transport)
2025-06-20,mcdonalds burger,Expense,129.43,Dining Out,mcdonalds burger,mcdonalds burger (Dining Out)
2025-06-20,regalo de cumpleaños 48,Income,1337.97,Gift,regalo de cumpleaños 48,regalo de cumpleaños 48 (Gift)
2025-06-21,spa masaje,Expense,171.82,Personal Care,spa masaje,spa masaje (Personal Care)
2025-06-22,spotify ab by adyen,Expense,179.72,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-06-23,spotify ab by adyen,Expense,31.75,Subscriptions,spotify ab by adyen,spotify ab by adyen (Subscriptions)
2025-06-23,agua y drenaje 64,Expense,240.18,Utilities,agua y drenaje 64,agua y drenaje 64 (Utilities)
2025-06-24,cineplex boletos,Expense,141.85,Entertainment,cineplex boletos,cineplex boletos (Entertainment)
2025-06-24,cafeteria la pausa,Expense,293.73,Dining Out,cafeteria la pausa,cafeteria la pausa (Dining Out)
2025-06-24,agua y drenaje,Expense,70.69,Utilities,agua y drenaje,agua y drenaje (Utilities)
2025-06-25,telmex internet 32,Expense,287.85,Utilities,telmex internet 32,telmex internet 32 (Utilities)
2025-06-25,pago renta mensual,Expense,121.96,Rent,pago renta mensual,pago renta mensual (Rent)
2025-06-26,deposito nomina mensual,Income,386.41,Salary,deposito nomina mensual,deposito nomina mensual (Salary)
